"old_file","old_fqcn","new_file","new_fqcn","symbol_type","business_domain","registration_type","external_reference_count"
"vendor/dtyq/super-magic-module/src/Application/Agent/Assembler/AdminSuperMagicAgentAssembler.php","Dtyq\SuperMagic\Application\Agent\Assembler\AdminSuperMagicAgentAssembler","app/Application/SuperMagic/Agent/Assembler/AdminSuperMagicAgentAssembler.php","App\Application\SuperMagic\Agent\Assembler\AdminSuperMagicAgentAssembler","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Collaboration/AgentResourceAdapter.php","Dtyq\SuperMagic\Application\Agent\Collaboration\AgentResourceAdapter","app/Application/SuperMagic/Agent/Collaboration/AgentResourceAdapter.php","App\Application\SuperMagic\Agent\Collaboration\AgentResourceAdapter","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Command/RestartAllMagicClawSandboxCommand.php","Dtyq\SuperMagic\Application\Agent\Command\RestartAllMagicClawSandboxCommand","app/Application/SuperMagic/Agent/Command/RestartAllMagicClawSandboxCommand.php","App\Application\SuperMagic\Agent\Command\RestartAllMagicClawSandboxCommand","class","Agent","Command","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/DTO/ParsedAgentData.php","Dtyq\SuperMagic\Application\Agent\DTO\ParsedAgentData","app/Application/SuperMagic/Agent/DTO/ParsedAgentData.php","App\Application\SuperMagic\Agent\DTO\ParsedAgentData","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/DTO/PublishAgentResultDTO.php","Dtyq\SuperMagic\Application\Agent\DTO\PublishAgentResultDTO","app/Application/SuperMagic/Agent/DTO/PublishAgentResultDTO.php","App\Application\SuperMagic\Agent\DTO\PublishAgentResultDTO","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Event/Subscribe/AgentSkillsAddedEventSubscriber.php","Dtyq\SuperMagic\Application\Agent\Event\Subscribe\AgentSkillsAddedEventSubscriber","app/Application/SuperMagic/Agent/Event/Subscribe/AgentSkillsAddedEventSubscriber.php","App\Application\SuperMagic\Agent\Event\Subscribe\AgentSkillsAddedEventSubscriber","class","Agent","Listener","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Event/Subscribe/AgentSkillsRemovedEventSubscriber.php","Dtyq\SuperMagic\Application\Agent\Event\Subscribe\AgentSkillsRemovedEventSubscriber","app/Application/SuperMagic/Agent/Event/Subscribe/AgentSkillsRemovedEventSubscriber.php","App\Application\SuperMagic\Agent\Event\Subscribe\AgentSkillsRemovedEventSubscriber","class","Agent","Listener","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Parser/AgentZipParser.php","Dtyq\SuperMagic\Application\Agent\Parser\AgentZipParser","app/Application/SuperMagic/Agent/Parser/AgentZipParser.php","App\Application\SuperMagic\Agent\Parser\AgentZipParser","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/AbstractSuperMagicAppService.php","Dtyq\SuperMagic\Application\Agent\Service\AbstractSuperMagicAppService","app/Application/SuperMagic/Agent/Service/AbstractSuperMagicAppService.php","App\Application\SuperMagic\Agent\Service\AbstractSuperMagicAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/AdminSuperMagicAgentAppService.php","Dtyq\SuperMagic\Application\Agent\Service\AdminSuperMagicAgentAppService","app/Application/SuperMagic/Agent/Service/AdminSuperMagicAgentAppService.php","App\Application\SuperMagic\Agent\Service\AdminSuperMagicAgentAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/AdminSuperMagicCategoryAppService.php","Dtyq\SuperMagic\Application\Agent\Service\AdminSuperMagicCategoryAppService","app/Application/SuperMagic/Agent/Service/AdminSuperMagicCategoryAppService.php","App\Application\SuperMagic\Agent\Service\AdminSuperMagicCategoryAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/AgentZipGeneratorService.php","Dtyq\SuperMagic\Application\Agent\Service\AgentZipGeneratorService","app/Application/SuperMagic/Agent/Service/AgentZipGeneratorService.php","App\Application\SuperMagic\Agent\Service\AgentZipGeneratorService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/ImportAgentAppService.php","Dtyq\SuperMagic\Application\Agent\Service\ImportAgentAppService","app/Application/SuperMagic/Agent/Service/ImportAgentAppService.php","App\Application\SuperMagic\Agent\Service\ImportAgentAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/MagicClawAppService.php","Dtyq\SuperMagic\Application\Agent\Service\MagicClawAppService","app/Application/SuperMagic/Agent/Service/MagicClawAppService.php","App\Application\SuperMagic\Agent\Service\MagicClawAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/OfficialAgentsInitializer.php","Dtyq\SuperMagic\Application\Agent\Service\OfficialAgentsInitializer","app/Application/SuperMagic/Agent/Service/OfficialAgentsInitializer.php","App\Application\SuperMagic\Agent\Service\OfficialAgentsInitializer","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/Old/SuperMagicAgentOldAppService.php","Dtyq\SuperMagic\Application\Agent\Service\Old\SuperMagicAgentOldAppService","app/Application/SuperMagic/Agent/Service/Old/SuperMagicAgentOldAppService.php","App\Application\SuperMagic\Agent\Service\Old\SuperMagicAgentOldAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/OpenDigitalEmployeeAppService.php","Dtyq\SuperMagic\Application\Agent\Service\OpenDigitalEmployeeAppService","app/Application/SuperMagic/Agent/Service/OpenDigitalEmployeeAppService.php","App\Application\SuperMagic\Agent\Service\OpenDigitalEmployeeAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/SkillsMdSyncService.php","Dtyq\SuperMagic\Application\Agent\Service\SkillsMdSyncService","app/Application/SuperMagic/Agent/Service/SkillsMdSyncService.php","App\Application\SuperMagic\Agent\Service\SkillsMdSyncService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/SuperMagicAgentAccessAppService.php","Dtyq\SuperMagic\Application\Agent\Service\SuperMagicAgentAccessAppService","app/Application/SuperMagic/Agent/Service/SuperMagicAgentAccessAppService.php","App\Application\SuperMagic\Agent\Service\SuperMagicAgentAccessAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/SuperMagicAgentAiOptimizeAppService.php","Dtyq\SuperMagic\Application\Agent\Service\SuperMagicAgentAiOptimizeAppService","app/Application/SuperMagic/Agent/Service/SuperMagicAgentAiOptimizeAppService.php","App\Application\SuperMagic\Agent\Service\SuperMagicAgentAiOptimizeAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/SuperMagicAgentAppService.php","Dtyq\SuperMagic\Application\Agent\Service\SuperMagicAgentAppService","app/Application/SuperMagic/Agent/Service/SuperMagicAgentAppService.php","App\Application\SuperMagic\Agent\Service\SuperMagicAgentAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/SuperMagicAgentMarketAppService.php","Dtyq\SuperMagic\Application\Agent\Service\SuperMagicAgentMarketAppService","app/Application/SuperMagic/Agent/Service/SuperMagicAgentMarketAppService.php","App\Application\SuperMagic\Agent\Service\SuperMagicAgentMarketAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Agent/Service/SuperMagicAgentPlaybookAppService.php","Dtyq\SuperMagic\Application\Agent\Service\SuperMagicAgentPlaybookAppService","app/Application/SuperMagic/Agent/Service/SuperMagicAgentPlaybookAppService.php","App\Application\SuperMagic\Agent\Service\SuperMagicAgentPlaybookAppService","class","Agent","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Chat/Service/ChatAppService.php","Dtyq\SuperMagic\Application\Chat\Service\ChatAppService","app/Application/SuperMagic/Message/Chat/Service/ChatAppService.php","App\Application\SuperMagic\Message\Chat\Service\ChatAppService","class","Message","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Collaboration/Contract/CollaborativeResourceAdapterInterface.php","Dtyq\SuperMagic\Application\Collaboration\Contract\CollaborativeResourceAdapterInterface","app/Application/SuperMagic/Common/Collaboration/Contract/CollaborativeResourceAdapterInterface.php","App\Application\SuperMagic\Common\Collaboration\Contract\CollaborativeResourceAdapterInterface","interface","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Collaboration/Policy/ResourceAccessPolicyService.php","Dtyq\SuperMagic\Application\Collaboration\Policy\ResourceAccessPolicyService","app/Application/SuperMagic/Common/Collaboration/Policy/ResourceAccessPolicyService.php","App\Application\SuperMagic\Common\Collaboration\Policy\ResourceAccessPolicyService","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Collaboration/Service/ResourceCollaborationAppService.php","Dtyq\SuperMagic\Application\Collaboration\Service\ResourceCollaborationAppService","app/Application/SuperMagic/Common/Collaboration/Service/ResourceCollaborationAppService.php","App\Application\SuperMagic\Common\Collaboration\Service\ResourceCollaborationAppService","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Contract/AllowAllPromptContentValidator.php","Dtyq\SuperMagic\Application\Contract\AllowAllPromptContentValidator","app/Application/SuperMagic/Common/Contract/AllowAllPromptContentValidator.php","App\Application\SuperMagic\Common\Contract\AllowAllPromptContentValidator","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Contract/DefaultDeploymentId.php","Dtyq\SuperMagic\Application\Contract\DefaultDeploymentId","app/Application/SuperMagic/Common/Contract/DefaultDeploymentId.php","App\Application\SuperMagic\Common\Contract\DefaultDeploymentId","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Contract/DefaultUserAiWatermarkPolicy.php","Dtyq\SuperMagic\Application\Contract\DefaultUserAiWatermarkPolicy","app/Application/SuperMagic/Common/Contract/DefaultUserAiWatermarkPolicy.php","App\Application\SuperMagic\Common\Contract\DefaultUserAiWatermarkPolicy","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Contract/DeploymentIdInterface.php","Dtyq\SuperMagic\Application\Contract\DeploymentIdInterface","app/Application/SuperMagic/Common/Contract/DeploymentIdInterface.php","App\Application\SuperMagic\Common\Contract\DeploymentIdInterface","interface","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Contract/PromptContentValidatorInterface.php","Dtyq\SuperMagic\Application\Contract\PromptContentValidatorInterface","app/Application/SuperMagic/Common/Contract/PromptContentValidatorInterface.php","App\Application\SuperMagic\Common\Contract\PromptContentValidatorInterface","interface","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Contract/UserAiWatermarkPolicyInterface.php","Dtyq\SuperMagic\Application\Contract\UserAiWatermarkPolicyInterface","app/Application/SuperMagic/Common/Contract/UserAiWatermarkPolicyInterface.php","App\Application\SuperMagic\Common\Contract\UserAiWatermarkPolicyInterface","interface","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/MagicFS/Service/MagicFSFileAppService.php","Dtyq\SuperMagic\Application\MagicFS\Service\MagicFSFileAppService","app/Application/SuperMagic/File/Service/MagicFSFileAppService.php","App\Application\SuperMagic\File\Service\MagicFSFileAppService","class","File","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/Command/RecycleBinCleanupCommand.php","Dtyq\SuperMagic\Application\RecycleBin\Command\RecycleBinCleanupCommand","app/Application/SuperMagic/Common/RecycleBin/Command/RecycleBinCleanupCommand.php","App\Application\SuperMagic\Common\RecycleBin\Command\RecycleBinCleanupCommand","class","Common","Command","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/Crontab/RecycleBinCleanupCrontab.php","Dtyq\SuperMagic\Application\RecycleBin\Crontab\RecycleBinCleanupCrontab","app/Application/SuperMagic/Common/RecycleBin/Crontab/RecycleBinCleanupCrontab.php","App\Application\SuperMagic\Common\RecycleBin\Crontab\RecycleBinCleanupCrontab","class","Common","Crontab","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/BatchMoveProjectInRecycleBinRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\BatchMoveProjectInRecycleBinRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/BatchMoveProjectInRecycleBinRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\BatchMoveProjectInRecycleBinRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/BatchMoveTopicsInRecycleBinRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\BatchMoveTopicsInRecycleBinRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/BatchMoveTopicsInRecycleBinRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\BatchMoveTopicsInRecycleBinRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/CheckParentRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\CheckParentRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/CheckParentRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\CheckParentRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/DeletedByUserDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\DeletedByUserDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/DeletedByUserDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\DeletedByUserDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/MoveProjectInRecycleBinRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\MoveProjectInRecycleBinRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/MoveProjectInRecycleBinRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\MoveProjectInRecycleBinRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/MoveTopicInRecycleBinRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\MoveTopicInRecycleBinRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/MoveTopicInRecycleBinRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\MoveTopicInRecycleBinRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/PermanentDeleteRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\PermanentDeleteRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/PermanentDeleteRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\PermanentDeleteRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RecycleBinCountsRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RecycleBinCountsRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RecycleBinCountsRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RecycleBinCountsRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RecycleBinCountsResponseDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RecycleBinCountsResponseDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RecycleBinCountsResponseDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RecycleBinCountsResponseDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RecycleBinItemDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RecycleBinItemDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RecycleBinItemDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RecycleBinItemDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RecycleBinListRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RecycleBinListRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RecycleBinListRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RecycleBinListRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RecycleBinListResponseDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RecycleBinListResponseDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RecycleBinListResponseDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RecycleBinListResponseDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RestoreConflictDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RestoreConflictDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RestoreConflictDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RestoreConflictDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RestorePreviewItemDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RestorePreviewItemDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RestorePreviewItemDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RestorePreviewItemDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RestorePreviewResponseDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RestorePreviewResponseDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RestorePreviewResponseDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RestorePreviewResponseDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RestoreRequestDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RestoreRequestDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RestoreRequestDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RestoreRequestDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RestoreResponseDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RestoreResponseDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RestoreResponseDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RestoreResponseDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/DTO/RestoreResultItemDTO.php","Dtyq\SuperMagic\Application\RecycleBin\DTO\RestoreResultItemDTO","app/Application/SuperMagic/Common/RecycleBin/DTO/RestoreResultItemDTO.php","App\Application\SuperMagic\Common\RecycleBin\DTO\RestoreResultItemDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/Service/FileRecycleBinSubscriber.php","Dtyq\SuperMagic\Application\RecycleBin\Service\FileRecycleBinSubscriber","app/Application/SuperMagic/Common/RecycleBin/Service/FileRecycleBinSubscriber.php","App\Application\SuperMagic\Common\RecycleBin\Service\FileRecycleBinSubscriber","class","Common","Listener","0"
"vendor/dtyq/super-magic-module/src/Application/RecycleBin/Service/RecycleBinAppService.php","Dtyq\SuperMagic\Application\RecycleBin\Service\RecycleBinAppService","app/Application/SuperMagic/Common/RecycleBin/Service/RecycleBinAppService.php","App\Application\SuperMagic\Common\RecycleBin\Service\RecycleBinAppService","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Adapter/FileShareableResource.php","Dtyq\SuperMagic\Application\Share\Adapter\FileShareableResource","app/Application/SuperMagic/Common/Share/Adapter/FileShareableResource.php","App\Application\SuperMagic\Common\Share\Adapter\FileShareableResource","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Adapter/ProjectShareableResource.php","Dtyq\SuperMagic\Application\Share\Adapter\ProjectShareableResource","app/Application/SuperMagic/Common/Share/Adapter/ProjectShareableResource.php","App\Application\SuperMagic\Common\Share\Adapter\ProjectShareableResource","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Adapter/SingleFileShareableResource.php","Dtyq\SuperMagic\Application\Share\Adapter\SingleFileShareableResource","app/Application/SuperMagic/Common/Share/Adapter/SingleFileShareableResource.php","App\Application\SuperMagic\Common\Share\Adapter\SingleFileShareableResource","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Adapter/TopicShareableResource.php","Dtyq\SuperMagic\Application\Share\Adapter\TopicShareableResource","app/Application/SuperMagic/Common/Share/Adapter/TopicShareableResource.php","App\Application\SuperMagic\Common\Share\Adapter\TopicShareableResource","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/DTO/ShareableResourceDTO.php","Dtyq\SuperMagic\Application\Share\DTO\ShareableResourceDTO","app/Application/SuperMagic/Common/Share/DTO/ShareableResourceDTO.php","App\Application\SuperMagic\Common\Share\DTO\ShareableResourceDTO","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Factory/Facade/ResourceFactoryInterface.php","Dtyq\SuperMagic\Application\Share\Factory\Facade\ResourceFactoryInterface","app/Application/SuperMagic/Common/Share/Factory/Facade/ResourceFactoryInterface.php","App\Application\SuperMagic\Common\Share\Factory\Facade\ResourceFactoryInterface","interface","Common","RouteHandler","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Factory/ShareableResourceFactory.php","Dtyq\SuperMagic\Application\Share\Factory\ShareableResourceFactory","app/Application/SuperMagic/Common/Share/Factory/ShareableResourceFactory.php","App\Application\SuperMagic\Common\Share\Factory\ShareableResourceFactory","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Service/AbstractShareAppService.php","Dtyq\SuperMagic\Application\Share\Service\AbstractShareAppService","app/Application/SuperMagic/Common/Share/Service/AbstractShareAppService.php","App\Application\SuperMagic\Common\Share\Service\AbstractShareAppService","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Service/InternalShareAppService.php","Dtyq\SuperMagic\Application\Share\Service\InternalShareAppService","app/Application/SuperMagic/Common/Share/Service/InternalShareAppService.php","App\Application\SuperMagic\Common\Share\Service\InternalShareAppService","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Share/Service/ResourceShareAppService.php","Dtyq\SuperMagic\Application\Share\Service\ResourceShareAppService","app/Application/SuperMagic/Common/Share/Service/ResourceShareAppService.php","App\Application\SuperMagic\Common\Share\Service\ResourceShareAppService","class","Common","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Assembler/AdminSkillAssembler.php","Dtyq\SuperMagic\Application\Skill\Assembler\AdminSkillAssembler","app/Application/SuperMagic/Skill/Assembler/AdminSkillAssembler.php","App\Application\SuperMagic\Skill\Assembler\AdminSkillAssembler","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Collaboration/SkillResourceAdapter.php","Dtyq\SuperMagic\Application\Skill\Collaboration\SkillResourceAdapter","app/Application/SuperMagic/Skill/Collaboration/SkillResourceAdapter.php","App\Application\SuperMagic\Skill\Collaboration\SkillResourceAdapter","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/DTO/PublishSkillResultDTO.php","Dtyq\SuperMagic\Application\Skill\DTO\PublishSkillResultDTO","app/Application/SuperMagic/Skill/DTO/PublishSkillResultDTO.php","App\Application\SuperMagic\Skill\DTO\PublishSkillResultDTO","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Event/Subscribe/SkillImportedEventSubscriber.php","Dtyq\SuperMagic\Application\Skill\Event\Subscribe\SkillImportedEventSubscriber","app/Application/SuperMagic/Skill/Event/Subscribe/SkillImportedEventSubscriber.php","App\Application\SuperMagic\Skill\Event\Subscribe\SkillImportedEventSubscriber","class","Skill","Listener","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Initializer/BuiltinSkillInitializer.php","Dtyq\SuperMagic\Application\Skill\Initializer\BuiltinSkillInitializer","app/Application/SuperMagic/Skill/Initializer/BuiltinSkillInitializer.php","App\Application\SuperMagic\Skill\Initializer\BuiltinSkillInitializer","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Service/AbstractSkillAppService.php","Dtyq\SuperMagic\Application\Skill\Service\AbstractSkillAppService","app/Application/SuperMagic/Skill/Service/AbstractSkillAppService.php","App\Application\SuperMagic\Skill\Service\AbstractSkillAppService","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Service/AdminSkillAppService.php","Dtyq\SuperMagic\Application\Skill\Service\AdminSkillAppService","app/Application/SuperMagic/Skill/Service/AdminSkillAppService.php","App\Application\SuperMagic\Skill\Service\AdminSkillAppService","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Service/SkillAppService.php","Dtyq\SuperMagic\Application\Skill\Service\SkillAppService","app/Application/SuperMagic/Skill/Service/SkillAppService.php","App\Application\SuperMagic\Skill\Service\SkillAppService","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/Skill/Service/SkillMarketAppService.php","Dtyq\SuperMagic\Application\Skill\Service\SkillMarketAppService","app/Application/SuperMagic/Skill/Service/SkillMarketAppService.php","App\Application\SuperMagic\Skill\Service\SkillMarketAppService","class","Skill","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Assembler/TaskConfigAssembler.php","Dtyq\SuperMagic\Application\SuperAgent\Assembler\TaskConfigAssembler","app/Application/SuperMagic/Task/Assembler/TaskConfigAssembler.php","App\Application\SuperMagic\Task\Assembler\TaskConfigAssembler","class","Task","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Assembler/UserMessageDTOAssembler.php","Dtyq\SuperMagic\Application\SuperAgent\Assembler\UserMessageDTOAssembler","app/Application/SuperMagic/Message/Assembler/UserMessageDTOAssembler.php","App\Application\SuperMagic\Message\Assembler\UserMessageDTOAssembler","class","Message","ordinary","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Command/MessageQueueCompensationCommand.php","Dtyq\SuperMagic\Application\SuperAgent\Command\MessageQueueCompensationCommand","app/Application/SuperMagic/Message/Command/MessageQueueCompensationCommand.php","App\Application\SuperMagic\Message\Command\MessageQueueCompensationCommand","class","Message","Command","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Command/RunMessageCompensationCommand.php","Dtyq\SuperMagic\Application\SuperAgent\Command\RunMessageCompensationCommand","app/Application/SuperMagic/Message/Command/RunMessageCompensationCommand.php","App\Application\SuperMagic\Message\Command\RunMessageCompensationCommand","class","Message","Command","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Command/RunWarmPoolAcquireCommand.php","Dtyq\SuperMagic\Application\SuperAgent\Command\RunWarmPoolAcquireCommand","app/Application/SuperMagic/Task/Command/RunWarmPoolAcquireCommand.php","App\Application\SuperMagic\Task\Command\RunWarmPoolAcquireCommand","class","Task","Command","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Command/RunWarmPoolDrainCommand.php","Dtyq\SuperMagic\Application\SuperAgent\Command\RunWarmPoolDrainCommand","app/Application/SuperMagic/Task/Command/RunWarmPoolDrainCommand.php","App\Application\SuperMagic\Task\Command\RunWarmPoolDrainCommand","class","Task","Command","0"
"vendor/dtyq/super-magic-module/src/Application/SuperAgent/Command/RunWarmPoolEvictCommand.php","Dtyq\SuperMagic\Application\SuperAgent\Command\RunWarmPoolEvictCommand","app/Application/SuperMagic/Task/Command/RunWarmPoolEvictCommand.php","App\Application\SuperMagic\Task\Command\RunWarmPoolEvictCommand","class","Task","Command","0"
